"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr10",43998385,43998803,419,"*","Distal Intergenic",10,43943093,43944486,1394,1,"283033","ENST00000664261.1",55292,"ENSG00000233395","LINC00841","long intergenic non-protein coding RNA 841"
"chr10",44180174,44180637,464,"*","Distal Intergenic",10,44292262,44294371,2110,1,"100130539","ENST00000623589.2",-111625,NA,"LINC02881","long intergenic non-protein coding RNA 2881"
"chr10",44752850,44753504,655,"*","Distal Intergenic",10,44811023,44831135,20113,2,"220980","ENST00000813793.1",77631,"ENSG00000224812","TMEM72-AS1","TMEM72 antisense RNA 1"
"chr10",45008572,45008983,412,"*","Exon (ENST00000717581.1/ENST00000717581.1, exon 5 of 5)",10,45000923,45005326,4404,1,"7570","ENST00000298299.4",7649,"ENSG00000165512","ZNF22","zinc finger protein 22"
"chr10",46521107,46521310,204,"*","Intron (ENST00000616785.1/643650, intron 3 of 3)",10,46540870,46542644,1775,1,"124902419","ENST00000728668.1",-19560,NA,"LOC124902419","uncharacterized LOC124902419"
"chr10",50325381,50325709,329,"*","Exon (ENST00000657992.2/ENST00000657992.2, exon 1 of 3)",10,50311363,50340676,29314,2,"259230","ENST00000602619.1",14967,"ENSG00000198964","SGMS1","sphingomyelin synthase 1"
"chr10",50605125,50605510,386,"*","Intron (ENST00000429490.5/259230, intron 1 of 9)",10,50305600,50623956,318357,2,"259230","ENST00000361781.7",18446,"ENSG00000198964","SGMS1","sphingomyelin synthase 1"
"chr10",51397731,51397955,225,"*","Intron (ENST00000401604.8/5592, intron 2 of 17)",10,51467723,51568789,101067,1,"5592","ENST00000645790.1",-69768,"ENSG00000185532","PRKG1","protein kinase cGMP-dependent 1"
"chr10",52864524,52864725,202,"*","Distal Intergenic",10,52802935,52810965,8031,2,"105378307","ENST00000816880.1",-53559,NA,"LOC105378307","uncharacterized LOC105378307"
"chr10",55183953,55184305,353,"*","Intron (ENST00000613346.4/65217, intron 2 of 5)",10,54378823,55319614,940792,2,"65217","ENST00000458638.1",135309,"ENSG00000150275","PCDH15","protocadherin related 15"
"chr10",56538039,56538270,232,"*","Distal Intergenic",10,56595963,56596031,69,2,"124900300","ENST00000458762.1",57761,"ENSG00000238707","LOC124900300","small nucleolar RNA SNORD2"
"chr10",58029062,58029341,280,"*","Distal Intergenic",10,57845117,57847429,2313,2,"105378314","ENST00000765255.1",-181633,NA,"LOC105378314","uncharacterized LOC105378314"
"chr10",58107490,58107833,344,"*","Exon (ENST00000791557.1/ENST00000791557.1, exon 1 of 1)",10,58191517,58267894,76378,2,"253430","ENST00000373935.4",160061,"ENSG00000151151","IPMK","inositol polyphosphate multikinase"
"chr10",58435349,58435590,242,"*","Distal Intergenic",10,58448305,58503479,55175,1,"105378316","ENST00000720299.1",-12715,NA,"LOC105378316","uncharacterized LOC105378316"
"chr10",58651042,58651526,485,"*","Intron (ENST00000373886.8/80114, intron 2 of 20)",10,58620849,58650867,30019,1,"80114","ENST00000476684.1",30193,"ENSG00000122870","BICC1","BicC family RNA binding protein 1"
"chr10",58920019,58920757,739,"*","Distal Intergenic",10,58967778,59001475,33698,1,"100507008","ENST00000819485.1",-47021,NA,"LINC00844","long intergenic non-protein coding RNA 844"
"chr10",59387788,59388478,691,"*","Intron (ENST00000796729.1/107984235, intron 3 of 3)",10,59352270,59363181,10912,2,"220965","ENST00000512919.5",-24607,"ENSG00000148541","FAM13C","family with sequence similarity 13 member C"
"chr10",60611409,60611745,337,"*","Intron (ENST00000373827.6/288, intron 2 of 43)",10,60026298,60572956,546659,2,"288","ENST00000503366.6",-38453,"ENSG00000151150","ANK3","ankyrin 3"
"chr10",62051061,62051289,229,"*","Promoter (1-2kb)",10,62049211,62093064,43854,1,"84159","ENST00000309334.5",1850,"ENSG00000150347","ARID5B","AT-rich interaction domain 5B"
"chr10",62093989,62094276,288,"*","3' UTR",10,62049211,62093064,43854,1,"84159","ENST00000309334.5",44778,"ENSG00000150347","ARID5B","AT-rich interaction domain 5B"
"chr10",62224738,62224992,255,"*","Intron (ENST00000315289.6/219790, intron 1 of 8)",10,62183035,62236263,53229,2,"219790","ENST00000315289.6",11271,"ENSG00000182010","RTKN2","rhotekin 2"
"chr10",62433323,62433629,307,"*","Intron (ENST00000395255.7/22891, intron 3 of 4)",10,62375544,62376352,809,1,"22891","ENST00000421210.1",57779,"ENSG00000138311","ZNF365","zinc finger protein 365"
"chr10",62564205,62564624,420,"*","Intron (ENST00000647733.1/124902436, intron 4 of 7)",10,62520448,62672011,151564,1,"124902436","ENST00000395251.5",43757,"ENSG00000285551","LOC124902436","talanin"
"chr10",62732894,62733331,438,"*","Intron (ENST00000649548.2/ENST00000649548.2, intron 1 of 3)",10,62804720,62808479,3760,1,"84890","ENST00000373783.3",-71389,"ENSG00000181915","ADO","2-aminoethanethiol dioxygenase"
"chr10",62733980,62734300,321,"*","Intron (ENST00000649548.2/ENST00000649548.2, intron 1 of 3)",10,62804720,62808479,3760,1,"84890","ENST00000373783.3",-70420,"ENSG00000181915","ADO","2-aminoethanethiol dioxygenase"
"chr10",62831459,62831827,369,"*","Intron (ENST00000493899.2/107984012, intron 6 of 7)",10,62813207,62819167,5961,2,"1959","ENST00000690143.1",-12292,"ENSG00000122877","EGR2","early growth response 2"
"chr10",63265230,63265431,202,"*","Intron (ENST00000399262.7/221037, intron 2 of 25)",10,63215424,63268875,53452,2,"221037","ENST00000469152.5",3444,"ENSG00000171988","JMJD1C","jumonji domain containing 1C"
"chr10",63269181,63269416,236,"*","Promoter (<=1kb)",10,63167348,63269187,101840,2,"221037","ENST00000402544.5",0,"ENSG00000171988","JMJD1C","jumonji domain containing 1C"
"chr10",63700171,63700509,339,"*","Intron (ENST00000823903.1/124902438, intron 2 of 2)",10,63664676,63686180,21505,1,"124902438","ENST00000823904.1",35495,"ENSG00000228566","LOC124902438","uncharacterized LOC124902438"
"chr10",63712460,63712704,245,"*","Intron (ENST00000823903.1/124902438, intron 2 of 2)",10,63664676,63686180,21505,1,"124902438","ENST00000823904.1",47784,"ENSG00000228566","LOC124902438","uncharacterized LOC124902438"
"chr10",65341402,65341645,244,"*","Distal Intergenic",10,65570338,65681466,111129,1,"101928913","ENST00000433152.8",-228693,NA,"LINC01515","long intergenic non-protein coding RNA 1515"
"chr10",66747581,66748055,475,"*","Intron (ENST00000683963.1/29119, intron 8 of 16)",10,66372654,66878270,505617,2,"29119","ENST00000684489.1",130215,"ENSG00000183230","CTNNA3","catenin alpha 3"
"chr10",66925815,66926202,388,"*","Promoter (<=1kb)",10,66926036,67101551,175516,1,"347731","ENST00000361320.5",0,"ENSG00000198739","LRRTM3","leucine rich repeat transmembrane neuronal 3"
"chr10",70656499,70656855,357,"*","Intron (ENST00000697571.1/27143, intron 20 of 20)",10,70672506,70762441,89936,1,"140766","ENST00000373207.2",-15651,"ENSG00000138316","ADAMTS14","ADAM metallopeptidase with thrombospondin type 1 motif 14"
"chr10",70833133,70833432,300,"*","Intron (ENST00000697924.1/8879, intron 2 of 14)",10,70844497,70860486,15990,1,"8879","ENST00000299297.8",-11065,"ENSG00000166224","SGPL1","sphingosine-1-phosphate lyase 1"
"chr10",72784653,72785224,572,"*","Intron (ENST00000603649.5/90550, intron 4 of 4)",10,72721029,72721100,72,1,"100616286","ENST00000583078.1",63624,"ENSG00000266719","MIR4676","microRNA 4676"
"chr10",73644249,73644524,276,"*","Promoter (2-3kb)",10,73631612,73641474,9863,2,"58529","ENST00000359322.5",-2775,"ENSG00000177791","MYOZ1","myozenin 1"
"chr10",75547270,75547582,313,"*","Intron (ENST00000611255.5/83938, intron 2 of 6)",10,75552458,75552553,96,1,"693191","ENST00000384851.1",-4876,"ENSG00000207583","MIR606","microRNA 606"
"chr10",76103332,76103587,256,"*","Intron (ENST00000611255.5/83938, intron 5 of 6)",10,76288989,76300802,11814,2,"124902462","ENST00000801795.1",197215,NA,"LOC124902462","uncharacterized LOC124902462"
"chr10",76428555,76428805,251,"*","Intron (ENST00000611255.5/83938, intron 6 of 6)",10,76403221,76557356,154136,1,"83938","ENST00000483375.1",25334,"ENSG00000148655","LRMDA","leucine rich melanocyte differentiation associated"
"chr10",77179403,77179633,231,"*","Intron (ENST00000604624.6/3778, intron 4 of 27)",10,76877600,77183479,305880,2,"3778","ENST00000639691.1",3846,"ENSG00000156113","KCNMA1","potassium calcium-activated channel subfamily M alpha 1"
"chr10",77195156,77195406,251,"*","Intron (ENST00000604624.6/3778, intron 2 of 27)",10,76970028,77184910,214883,2,"3778","ENST00000707138.1",-10246,"ENSG00000156113","KCNMA1","potassium calcium-activated channel subfamily M alpha 1"
"chr10",77702243,77702464,222,"*","Intron (ENST00000840231.1/105378372, intron 2 of 2)",10,77657744,77710832,53089,2,"105378372","ENST00000840234.1",8368,NA,"LOC105378372","uncharacterized LOC105378372"
"chr10",80498865,80499073,209,"*","Intron (ENST00000481124.5/81619, intron 2 of 5)",10,80515467,80519635,4169,1,"81619","ENST00000265450.5",-16394,"ENSG00000108219","TSPAN14","tetraspanin 14"
"chr10",80662839,80663101,263,"*","Distal Intergenic",10,80651907,80653730,1824,1,"105378386","ENST00000759644.1",10932,NA,"LINC02655","long intergenic non-protein coding RNA 2655"
"chr10",82982162,82982606,445,"*","Intron (ENST00000372141.7/10718, intron 8 of 8)",10,82799742,82985605,185864,1,"10718","ENST00000537893.1",182420,"ENSG00000185737","NRG3","neuregulin 3"
"chr10",84685505,84685764,260,"*","Distal Intergenic",10,84572172,84575343,3172,1,"124902550","ENST00000726769.1",113333,NA,"LOC124902550","uncharacterized LOC124902550"
"chr10",84825456,84825662,207,"*","Distal Intergenic",10,84944732,84987001,42270,2,"107984249","ENST00000832405.1",161339,NA,"LOC107984249","uncharacterized LOC107984249"
"chr10",86795465,86795690,226,"*","Intron (ENST00000713669.1/657, intron 1 of 12)",10,86756658,86925186,168529,1,"657","ENST00000713675.1",38807,"ENSG00000107779","BMPR1A","bone morphogenetic protein receptor type 1A"
"chr10",89278255,89278509,255,"*","Exon (ENST00000487618.5/105378419, exon 4 of 4)",10,89283636,89287241,3606,1,"124902477","ENST00000680546.1",-5127,"ENSG00000232110","LOC124902477","uncharacterized LOC124902477"
"chr10",90930191,90930647,457,"*","Distal Intergenic",10,90912096,90921087,8992,2,"27063","ENST00000371697.4",-9104,"ENSG00000148677","ANKRD1","ankyrin repeat domain 1"
"chr10",90960431,90960681,251,"*","Intron (ENST00000846221.1/ENST00000846221.1, intron 1 of 1)",10,90965962,90981539,15578,1,"107984252","ENST00000686178.3",-5281,NA,"LOC107984252","uncharacterized LOC107984252"
"chr10",91414714,91415024,311,"*","Intron (ENST00000631422.1/143279, intron 1 of 2)",10,91410344,91514820,104477,1,"143279","ENST00000298068.10",4370,"ENSG00000165338","HECTD2","HECT domain E3 ubiquitin protein ligase 2"
"chr10",92087769,92087981,213,"*","Intron (ENST00000412050.8/22849, intron 8 of 9)",10,92114479,92115839,1361,1,"107984254","ENST00000804937.1",-26498,NA,"LOC107984254","uncharacterized LOC107984254"
"chr10",92892300,92892752,453,"*","Intron (ENST00000671701.1/54536, intron 2 of 22)",10,92909484,92916030,6547,1,"54536","ENST00000497262.1",-16732,"ENSG00000138190","EXOC6","exocyst complex component 6"
"chr10",95818702,95818903,202,"*","Intron (ENST00000453258.6/953, intron 1 of 9)",10,95823236,95846396,23161,1,"953","ENST00000371206.6",-4333,"ENSG00000138185","ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1"
"chr10",102009760,102010101,342,"*","Exon (ENST00000370033.9/79591, exon 12 of 26)",10,101990551,102002064,11514,2,"79591","ENST00000456149.1",-7696,"ENSG00000120029","ARMH3","armadillo like helical domain containing 3"
"chr10",103273008,103273351,344,"*","Intron (ENST00000675164.1/22978, intron 1 of 19)",10,103087185,103276547,189363,2,"22978","ENST00000675164.1",3196,"ENSG00000076685","NT5C2","5'-nucleotidase, cytosolic II"
"chr10",104766471,104766705,235,"*","Intron (ENST00000369701.8/22986, intron 1 of 26)",10,104664608,104666216,1609,2,"100505890","ENST00000449805.3",-100255,"ENSG00000226387","SORCS3-AS1","SORCS3 antisense RNA 1"
"chr10",104937581,104937910,330,"*","Intron (ENST00000369701.8/22986, intron 3 of 26)",10,105158928,105211250,52323,1,"22986","ENST00000393176.2",-221018,"ENSG00000156395","SORCS3","sortilin related VPS10 domain containing receptor 3"
"chr10",105742267,105742528,262,"*","Intron (ENST00000836854.1/101927549, intron 3 of 7)",10,105808775,105820320,11546,2,"101927549","ENST00000836860.1",77792,NA,"LINC02627","long intergenic non-protein coding RNA 2627"
"chr10",110651631,110651874,244,"*","Intron (ENST00000369519.4/282996, intron 1 of 13)",10,110644336,110839471,195136,1,"282996","ENST00000718239.1",7295,"ENSG00000203867","RBM20","RNA binding motif protein 20"
"chr10",111874489,111874819,331,"*","Intron (ENST00000656217.1/ENST00000656217.1, intron 2 of 2)",10,112153870,112183710,29841,2,"57678","ENST00000369425.5",308891,"ENSG00000119927","GPAM","glycerol-3-phosphate acyltransferase, mitochondrial"
"chr10",114623722,114624349,628,"*","Intron (ENST00000392955.8/3983, intron 1 of 22)",10,114431125,114632044,200920,2,"3983","ENST00000707119.1",7695,"ENSG00000099204","ABLIM1","actin binding LIM protein 1"
"chr10",114638783,114639853,1071,"*","Intron (ENST00000392955.8/3983, intron 1 of 22)",10,114435459,114632092,196634,2,"3983","ENST00000651023.2",-6691,"ENSG00000099204","ABLIM1","actin binding LIM protein 1"
"chr10",114684326,114684658,333,"*","Promoter (<=1kb)",10,114431110,114684457,253348,2,"3983","ENST00000392955.8",0,"ENSG00000099204","ABLIM1","actin binding LIM protein 1"
"chr10",114694168,114694399,232,"*","Intron (ENST00000651092.1/3983, intron 1 of 15)",10,114435954,114685003,249050,2,"3983","ENST00000369256.6",-9165,"ENSG00000099204","ABLIM1","actin binding LIM protein 1"
"chr10",114714486,114714692,207,"*","Intron (ENST00000651092.1/3983, intron 1 of 15)",10,114435954,114685003,249050,2,"3983","ENST00000369256.6",-29483,"ENSG00000099204","ABLIM1","actin binding LIM protein 1"
"chr10",120416071,120416428,358,"*","Distal Intergenic",10,120457227,120592065,134839,1,"196051","ENST00000398250.6",-40799,"ENSG00000203805","PLPP4","phospholipid phosphatase 4"
"chr10",123287882,123288137,256,"*","Distal Intergenic",10,123356450,123517708,161259,1,"105378531","ENST00000448347.5",-68313,"ENSG00000286344","LINC02641","long intergenic non-protein coding RNA 2641"
"chr10",128751432,128751647,216,"*","Distal Intergenic",10,128709401,128716895,7495,1,"107984185","ENST00000740662.1",42031,NA,"LOC107984185","uncharacterized LOC107984185"
"chr10",132096295,132096496,202,"*","Intron (ENST00000668452.1/282973, intron 1 of 23)",10,132104672,132107558,2887,1,"282973","ENST00000669241.1",-8176,"ENSG00000188385","JAKMIP3","Janus kinase and microtubule interacting protein 3"
"chr11",6431987,6432207,221,"*","Promoter (<=1kb)",11,6431395,6432319,925,2,"3263","ENST00000529037.1",112,"ENSG00000110169","HPX","hemopexin"
"chr11",8012099,8012329,231,"*","Exon (ENST00000534076.2/103581031, exon 3 of 3)",11,8011278,8016520,5243,2,"103581031","ENST00000534076.2",4191,"ENSG00000255420","CASC23","cancer susceptibility 23"
"chr11",11993909,11994138,230,"*","Promoter (<=1kb)",11,11964615,11994719,30105,2,"27122","ENST00000528188.5",581,"ENSG00000050165","DKK3","dickkopf Wnt signaling pathway inhibitor 3"
"chr11",12175983,12176193,211,"*","Intron (ENST00000532179.5/9645, intron 2 of 2)",11,12163683,12163767,85,1,"102466906","ENST00000617177.1",12300,"ENSG00000275373","MIR6124","microRNA 6124"
"chr11",13169871,13170075,205,"*","Distal Intergenic",11,13111448,13114931,3484,2,"105376558","ENST00000784428.1",-54940,NA,"LOC105376558","uncharacterized LOC105376558"
"chr11",15800068,15800409,342,"*","Distal Intergenic",11,15701963,15758898,56936,2,"105376567","ENST00000524613.1",-41170,"ENSG00000254645","LOC105376567","uncharacterized LOC105376567"
"chr11",17973023,17973297,275,"*","Intron (ENST00000527494.5/26297, intron 9 of 10)",11,17877847,17959623,81777,2,"26297","ENST00000525168.1",-13400,"ENSG00000129158","SERGEF","secretion regulating guanine nucleotide exchange factor"
"chr11",17985466,17985732,267,"*","Intron (ENST00000527494.5/26297, intron 9 of 10)",11,17846588,17988757,142170,2,"26297","ENST00000533241.1",3025,"ENSG00000129158","SERGEF","secretion regulating guanine nucleotide exchange factor"
"chr11",19660121,19660407,287,"*","Intron (ENST00000360655.8/89797, intron 1 of 37)",11,19710934,19712619,1686,2,"100126784","ENST00000603468.1",52212,NA,"LEISA1","lncRNA enhancing IL-6/STAT3 signaling activation 1"
"chr11",19890369,19890842,474,"*","Intron (ENST00000360655.8/89797, intron 5 of 37)",11,19931765,19933719,1955,1,"89797","ENST00000528008.1",-40923,"ENSG00000166833","NAV2","neuron navigator 2"
"chr11",19919273,19919499,227,"*","Intron (ENST00000360655.8/89797, intron 6 of 37)",11,19931765,19933719,1955,1,"89797","ENST00000528008.1",-12266,"ENSG00000166833","NAV2","neuron navigator 2"
"chr11",21774224,21774490,267,"*","Distal Intergenic",11,21782659,21843210,60552,1,"102723370","ENST00000664026.1",-8169,"ENSG00000171714","LOC102723370","uncharacterized LOC102723370"
"chr11",27213363,27213654,292,"*","Intron (ENST00000526061.6/103695435, intron 2 of 3)",11,27046855,27218735,171881,2,"103695435","ENST00000526061.6",5081,"ENSG00000254560","BBOX1-AS1","BBOX1 antisense RNA 1"
"chr11",27234302,27234681,380,"*","Promoter (<=1kb)",11,27208584,27234196,25613,2,"103695435","ENST00000721022.1",-106,"ENSG00000254560","BBOX1-AS1","BBOX1 antisense RNA 1"
"chr11",27934773,27935098,326,"*","Distal Intergenic",11,27978669,28019575,40907,2,"124902654","ENST00000525309.1",84477,NA,"LOC124902654","uncharacterized LOC124902654"
"chr11",29282268,29282581,314,"*","Intron (ENST00000742293.1/ENST00000742293.1, intron 2 of 2)",11,29335878,29336679,802,2,"105376605","ENST00000741879.1",54098,"ENSG00000254530","LINC02755","long intergenic non-protein coding RNA 2755"
"chr11",34243839,34244056,218,"*","Promoter (1-2kb)",11,34173174,34242545,69372,2,"25841","ENST00000530814.1",-1294,"ENSG00000166016","ABTB2","ankyrin repeat and BTB domain containing 2"
"chr11",34302474,34302885,412,"*","Intron (ENST00000435224.3/25841, intron 1 of 16)",11,34150987,34358010,207024,2,"25841","ENST00000435224.3",55125,"ENSG00000166016","ABTB2","ankyrin repeat and BTB domain containing 2"
"chr11",35549837,35550269,433,"*","Distal Intergenic",11,35432113,35530300,98188,2,"25891","ENST00000621476.4",-19537,"ENSG00000149090","PAMR1","peptidase domain containing associated with muscle regeneration 1"
"chr11",35629915,35630298,384,"*","Distal Intergenic",11,35618460,35620865,2406,1,"24147","ENST00000317811.6",11455,"ENSG00000179431","FJX1","four-jointed box kinase 1"
"chr11",35822220,35822421,202,"*","Intron (ENST00000730429.1/ENST00000730429.1, intron 2 of 3)",11,35724256,35806621,82366,1,"54765","ENST00000532066.1",97964,"ENSG00000166326","TRIM44","tripartite motif containing 44"
