"Regiao","chr","start","end","XPC_WT","STAT1_WT","STAT2_WT","IRF9_WT","ELK1_WT","occupancy_score","SYMBOL","annotation","distanceToTSS","max_signalValue"
"region_41730","chr10",78523479,78524189,0,1,1,1,0,3,"LOC105378379","Exon (ENST00000780558.1/ENST00000780558.1, exon 2 of 2)",110787,42.8142
"region_41768","chr10",79047006,79047392,0,1,1,1,0,3,"ZMIZ1-AS1","Promoter (1-2kb)",1560,21.1841
"region_41831","chr10",80498750,80499755,1,1,1,0,0,3,"TSPAN14","Intron (ENST00000481124.5/81619, intron 2 of 5)",-15712,9.12213
"region_41902","chr10",86774813,86775692,0,1,1,1,0,3,"BMPR1A","Intron (ENST00000713669.1/657, intron 1 of 12)",18155,45.3097
"region_42000","chr10",89084138,89084826,0,1,1,1,0,3,"LOC124902552","Promoter (2-3kb)",2224,62.5845
"region_42011","chr10",89295432,89296986,0,1,1,1,0,3,"IFIT2","Promoter (2-3kb)",2910,59.2048
"region_42012","chr10",89301388,89302412,0,1,1,1,0,3,"IFIT2","Promoter (<=1kb)",0,47.4351
"region_42014","chr10",89326697,89329016,0,1,1,1,0,3,"IFIT3","Promoter (<=1kb)",0,115.211
"region_42016","chr10",89331126,89333810,0,1,1,1,0,3,"IFIT3","Promoter (<=1kb)",0,135.679
"region_42023","chr10",89373246,89374790,0,1,1,1,0,3,"IFIT1B","Intron (ENST00000679438.1/3437, intron 3 of 3)",-3266,42.48
"region_42026","chr10",89391612,89394230,0,1,1,1,0,3,"IFIT1","Promoter (<=1kb)",0,101.354
"region_42028","chr10",89413610,89416274,0,1,1,1,0,3,"IFIT5","Promoter (<=1kb)",0,149.504
"region_42073","chr10",91198594,91199382,0,1,1,1,0,3,"LOC124902480","Promoter (<=1kb)",0,51.4223
"region_42105","chr10",91923409,91924024,0,1,1,0,1,3,"BTAF1","Promoter (<=1kb)",0,7.51106
"region_42113","chr10",92087769,92088368,1,1,1,0,0,3,"LOC107984254","Intron (ENST00000412050.8/22849, intron 8 of 9)",-26111,6.91752
"region_42124","chr10",92210817,92211707,0,1,1,1,0,3,"LOC124902483","Intron (ENST00000412050.8/22849, intron 2 of 9)",-29399,40.0692
"region_42163","chr10",92892236,92892815,1,1,1,0,0,3,"EXOC6","Intron (ENST00000671701.1/54536, intron 2 of 22)",-16669,11.352
"region_42190","chr10",93267513,93268135,0,1,1,1,0,3,"MYOF","Distal Intergenic",55540,20.471
"region_42225","chr10",94104204,94104970,0,1,1,1,0,3,"PLCE1-AS2","Promoter (2-3kb)",2900,61.7456
"region_42265","chr10",95273236,95274094,0,1,1,1,0,3,"PDLIM1","Promoter (<=1kb)",0,58.3017
"region_42343","chr10",96670771,96671504,0,1,1,1,0,3,"PIK3AP1","Promoter (1-2kb)",-1160,55.9282
"region_42344","chr10",96673032,96675232,0,1,1,1,0,3,"PIK3AP1","Intron (ENST00000339364.10/118788, intron 2 of 16)",-3421,116.347
"region_42437","chr10",99421104,99421914,0,1,1,1,0,3,"GOT1","Intron (ENST00000370508.7/2805, intron 1 of 8)",8710,53.8492
"region_42442","chr10",99618780,99620183,0,1,1,1,0,3,"SLC25A28","Promoter (<=1kb)",0,45.7826
"region_42482","chr10",100267256,100268113,0,1,1,1,0,3,"CWF19L1","Promoter (<=1kb)",0,48.7806
"region_42486","chr10",100291203,100292736,0,1,1,1,0,3,"BLOC1S2","3' UTR",-4523,27.1958
"region_42536","chr10",101120675,101121699,0,1,1,1,0,3,"TLX1NB","Intron (ENST00000445873.5/100038246, intron 2 of 2)",9427,34.9335
"region_42661","chr10",103811974,103813201,0,1,1,1,0,3,"SH3PXD2A","Intron (ENST00000369774.9/9644, intron 1 of 14)",42193,89.701
"region_42666","chr10",103833526,103834360,0,1,1,1,0,3,"SH3PXD2A","Intron (ENST00000369774.9/9644, intron 1 of 14)",21034,33.7162
"region_42693","chr10",104288148,104289053,0,1,1,1,0,3,"GSTO2","Promoter (2-3kb)",2210,67.9202
"region_42700","chr10",104349248,104350286,0,1,1,1,0,3,"CFAP58-DT","Distal Intergenic",3307,43.8127
"region_42760","chr10",110376145,110377018,0,1,1,1,0,3,"LOC105378482","Exon (ENST00000746477.1/ENST00000746477.1, exon 1 of 2)",56917,47.5004
"region_42782","chr10",110497340,110498078,0,1,1,0,1,3,"DUSP5","Promoter (<=1kb)",0,13.7487
"region_42909","chr10",112948962,112950460,0,1,1,1,0,3,"TCF7L2","Promoter (<=1kb)",0,42.4154
"region_42937","chr10",113480775,113481582,0,1,1,1,0,3,"LOC107984270","Exon (ENST00000793155.1/ENST00000793155.1, exon 3 of 4)",10509,49.8314
"region_42953","chr10",113679075,113680323,0,1,1,1,0,3,"CASP7","Promoter (<=1kb)",0,28.3083
"region_42985","chr10",114623722,114624349,1,1,1,0,0,3,"ABLIM1","Intron (ENST00000392955.8/3983, intron 1 of 22)",7695,27.6717
"region_42994","chr10",114684326,114685346,1,1,1,0,0,3,"ABLIM1","Promoter (<=1kb)",0,18.8189
"region_42996","chr10",114714486,114714901,1,1,1,0,0,3,"ABLIM1","Intron (ENST00000651092.1/3983, intron 1 of 15)",-29483,7.8472
"region_43372","chr10",133373744,133374220,0,1,1,1,0,3,"ECHS1","Promoter (<=1kb)",-390,26.6918
"region_43391","chr11",313725,314272,0,1,1,1,0,3,"IFITM1","Promoter (<=1kb)",0,16.4502
"region_43392","chr11",320396,321235,0,1,1,1,0,3,"IFITM3","Promoter (<=1kb)",0,137.274
"region_43396","chr11",355581,356554,0,1,1,1,0,3,"B4GALNT4","Distal Intergenic",-12945,118.799
"region_43412","chr11",809162,810100,0,1,1,0,1,3,"PIDD1","Promoter (<=1kb)",0,9.7656
"region_43446","chr11",2400081,2400753,0,1,1,0,1,3,"TSSC4","Promoter (<=1kb)",0,25.1174
"region_43478","chr11",4393029,4394016,0,1,1,1,0,3,"TRIM21","Promoter (<=1kb)",0,83.0971
"region_43491","chr11",5623731,5625444,0,1,1,1,0,3,"TRIM34","Promoter (<=1kb)",0,113.106
"region_43492","chr11",5684535,5685468,0,1,1,1,0,3,"TRIM5","Promoter (<=1kb)",0,55.1316
"region_43493","chr11",5689408,5690063,0,1,1,1,0,3,"TRIM22","Promoter (<=1kb)",0,44.2022
"region_43540","chr11",8794468,8795167,0,1,1,1,0,3,"DENND2B","Promoter (<=1kb)",0,41.1183
"region_43600","chr11",10302635,10303588,0,1,1,1,0,3,"SBF2","Promoter (<=1kb)",0,48.0454
"region_43744","chr11",16001707,16002779,0,1,1,1,0,3,"SOX6","Exon (ENST00000738793.1/ENST00000738793.1, exon 2 of 2)",12548,21.9053
"region_43751","chr11",16154425,16155134,0,1,1,1,0,3,"SOX6","Intron (ENST00000316399.10/55553, intron 5 of 14)",-42556,40.6043
"region_43908","chr11",20360600,20361117,0,1,1,1,0,3,"HTATIP2","Promoter (2-3kb)",-2568,43.5856
"region_43929","chr11",21896724,21897785,0,1,1,1,0,3,"ANO5","Intron (ENST00000682428.1/102723370, intron 2 of 6)",96790,26.2129
"region_43968","chr11",24547597,24548021,0,1,1,1,0,3,"LUZP2","Intron (ENST00000531187.5/338645, intron 1 of 5)",50386,18.0911
"region_44036","chr11",27234211,27234681,1,1,1,0,0,3,"BBOX1-AS1","Promoter (<=1kb)",-15,7.18472
"region_44106","chr11",29282120,29282581,1,1,1,0,0,3,"LINC02755","Intron (ENST00000742293.1/ENST00000742293.1, intron 2 of 2)",54098,11.9773
"region_44107","chr11",29293790,29294448,0,1,1,1,0,3,"LINC02755","Intron (ENST00000742293.1/ENST00000742293.1, intron 2 of 2)",42231,39.0928
"region_44121","chr11",30488349,30489115,0,1,1,1,0,3,"MPPED2","Intron (ENST00000448418.6/744, intron 4 of 6)",-19354,38.7968
"region_44146","chr11",31612545,31613303,0,1,1,1,0,3,"ELP4","Intron (ENST00000639878.1/26610, intron 5 of 9)",8664,32.4649
"region_44194","chr11",34027699,34028773,0,1,1,1,0,3,"LOC101929918","Distal Intergenic",21548,33.6783
"region_44196","chr11",34051446,34051915,0,1,1,1,0,3,"LOC101929918","Promoter (<=1kb)",0,11.2862
"region_44211","chr11",34308453,34310318,0,1,1,1,0,3,"ABTB2","Intron (ENST00000435224.3/25841, intron 1 of 16)",47692,70.8684
"region_44284","chr11",35662043,35663392,0,1,1,1,0,3,"TRIM44","Promoter (<=1kb)",0,28.9823
"region_44400","chr11",46560520,46561083,0,1,1,1,0,3,"AMBRA1","Intron (ENST00000314845.7/55626, intron 1 of 18)",-29913,16.7239
"region_44407","chr11",46700096,46701037,0,1,1,0,1,3,"ARHGAP1","Promoter (<=1kb)",0,22.2989
"region_44439","chr11",47407903,47408790,0,1,1,0,1,3,"SLC39A13","Promoter (<=1kb)",0,18.5521
"region_44503","chr11",57438384,57439036,0,1,1,1,0,3,"SLC43A3","Distal Intergenic",-10804,26.1374
"region_44526","chr11",57565405,57568684,0,1,1,1,0,3,"UBE2L6","Promoter (<=1kb)",0,58.988
"region_44531","chr11",57596362,57598751,0,1,1,1,0,3,"SERPING1","Promoter (<=1kb)",0,72.8694
"region_44537","chr11",57639215,57640396,0,1,1,1,0,3,"MIR130A","Promoter (<=1kb)",-802,45.2163
"region_44549","chr11",57777850,57779125,1,1,1,0,0,3,"TMX2-CTNND1","Promoter (2-3kb)",-2478,19.7729
"region_44579","chr11",59142488,59143423,0,1,1,1,0,3,"FAM111A-DT","Promoter (<=1kb)",0,33.847
"region_44601","chr11",59666788,59667521,0,1,1,1,0,3,"PATL1","Promoter (1-2kb)",1516,19.9324
"region_44632","chr11",60952072,60952943,0,1,1,1,0,3,"SLC15A3","Promoter (<=1kb)",0,53.6107
"region_44795","chr11",63574366,63575549,0,1,1,1,0,3,"PLAAT2","3' UTR",-10987,28.4967
"region_44806","chr11",63631385,63631934,0,1,1,1,0,3,"PLAAT3","Exon (ENST00000398868.8/25923, exon 12 of 13)",-14502,25.0238
"region_44845","chr11",64240633,64241259,0,1,1,0,1,3,"LOC114841035","Promoter (<=1kb)",0,11.7951
"region_44858","chr11",64317390,64318480,0,1,1,0,1,3,"PRDX5","Promoter (<=1kb)",0,11.4873
"region_44889","chr11",64996157,64997729,0,1,1,1,0,3,"BATF2","Promoter (<=1kb)",0,130.947
"region_44897","chr11",65095969,65096447,0,1,1,0,1,3,"VPS51","Promoter (<=1kb)",0,8.32037
"region_45002","chr11",66112269,66113486,0,1,1,1,0,3,"PACS1","Intron (ENST00000320580.9/55690, intron 1 of 23)",11506,15.2044
"region_45034","chr11",66438549,66439144,0,1,1,1,0,3,"MRPL11","Promoter (<=1kb)",0,10.3593
"region_45065","chr11",66901459,66902707,0,1,1,1,0,3,"PC","Intron (ENST00000529047.6/5091, intron 3 of 22)",5194,44.5035
"region_45074","chr11",66970545,66971439,1,1,1,0,0,3,"C11orf86","Exon (ENST00000776058.1/ENST00000776058.1, exon 2 of 2)",-3838,14.4199
"region_45146","chr11",68003274,68004404,0,1,1,1,0,3,"UNC93B1","Promoter (<=1kb)",0,44.5641
"region_45229","chr11",69298215,69298972,0,1,1,1,0,3,"LOC105369370","Promoter (<=1kb)",-302,37.6091
"region_45296","chr11",71242966,71243387,0,1,1,1,0,3,"SHANK2","Promoter (2-3kb)",-2042,9.42621
"region_45823","chr11",94751106,94751765,0,1,1,1,0,3,"PIWIL4-AS1","Intron (ENST00000299004.13/154810, intron 3 of 4)",-10718,52.4656
"region_45866","chr11",96243168,96243604,0,1,1,0,1,3,"MIR1260B","Intron (ENST00000524717.6/84441, intron 1 of 4)",-97834,29.7818
"region_45944","chr11",102446679,102447757,0,1,1,1,0,3,"TMEM123","Promoter (1-2kb)",1695,69.4109
"region_45947","chr11",102451412,102453135,0,1,1,1,0,3,"TMEM123-DT","Promoter (<=1kb)",0,40.6043
"region_45975","chr11",104968188,104970098,0,1,1,1,0,3,"CASP4","Promoter (<=1kb)",0,73.499
"region_46035","chr11",108069944,108070399,0,1,1,1,0,3,"CUL5","Promoter (2-3kb)",-2991,24.5572
"region_46089","chr11",111230456,111230963,0,1,1,1,0,3,"POU2AF2","Distal Intergenic",-14762,24.1507
"region_46154","chr11",112157138,112157733,1,1,1,0,0,3,"IL18","Intron (ENST00000531744.5/6392, intron 3 of 5)",-6065,18.9986
"region_46210","chr11",114291858,114292632,1,1,1,0,0,3,"NNMT","Promoter (2-3kb)",-2829,12.9936
"region_46217","chr11",114399893,114401205,0,1,1,1,0,3,"RBM7","Promoter (<=1kb)",0,32.3807
"region_46241","chr11",115500607,115501310,0,1,1,1,0,3,"CADM1","Intron (ENST00000331581.11/23705, intron 1 of 11)",3079,39.8014
"region_46266","chr11",116986637,116987232,0,1,1,1,0,3,"SIK3","Intron (ENST00000445177.6/23387, intron 1 of 24)",-29573,47.1805
"region_46303","chr11",118211978,118213254,0,1,1,1,0,3,"JAML","Promoter (<=1kb)",0,59.9306
"region_46312","chr11",118401122,118401787,0,1,1,1,0,3,"ATP5MG","Promoter (<=1kb)",0,13.7751
"region_46332","chr11",118920948,118922365,0,1,1,1,0,3,"UPK2","Promoter (2-3kb)",-2799,22.1011
"region_46340","chr11",119024341,119025101,0,1,1,1,0,3,"TRAPPC4","Promoter (2-3kb)",2573,34.3074
"region_46439","chr11",123233206,123233736,0,1,1,1,0,3,"LOC105369539","Exon (ENST00000807722.1/ENST00000807722.1, exon 1 of 2)",-21431,26.3535
"region_46486","chr11",126337107,126338103,0,1,1,1,0,3,"DCPS","Promoter (<=1kb)",693,91.155
"region_46531","chr11",130243755,130244519,0,1,1,1,0,3,"ZBTB44","Intron (ENST00000445008.6/29068, intron 2 of 10)",-5164,31.1986
"region_46593","chr12",1347747,1348484,0,1,1,1,0,3,"ERC1","Intron (ENST00000543086.7/23085, intron 14 of 17)",-59708,31.1986
"region_46661","chr12",4027217,4027908,0,1,1,1,0,3,"LINC03141","Promoter (1-2kb)",1250,72.2821
"region_46701","chr12",6334938,6337259,0,1,1,1,0,3,"TNFRSF1A","Promoter (1-2kb)",-1496,53.9475
"region_46719","chr12",6542192,6542910,0,1,1,1,0,3,"GAPDH","Intron (ENST00000472558.6/25900, intron 3 of 4)",5587,67.4849
"region_46725","chr12",6662864,6663528,0,1,1,0,1,3,"ING4","Promoter (<=1kb)",0,13.0408
"region_46728","chr12",6752743,6754383,0,1,1,0,1,3,"MLF2","Promoter (<=1kb)",0,13.8005
"region_46764","chr12",7059486,7061047,0,1,1,1,0,3,"C1S","Promoter (<=1kb)",0,99.9581
"region_46804","chr12",9121865,9122681,0,1,1,1,0,3,"KLRG1","Promoter (2-3kb)",-2676,30.1912
"region_46805","chr12",9123410,9124055,0,1,1,1,0,3,"KLRG1","Promoter (1-2kb)",-1302,28.8165
"region_46821","chr12",9869570,9870145,0,1,1,1,0,3,"CLEC2B","Promoter (<=1kb)",-184,17.8673
"region_46826","chr12",9925445,9926132,0,1,1,1,0,3,"CLEC2A","Intron (ENST00000339766.8/387836, intron 2 of 4)",6215,48.4465
"region_46827","chr12",9960472,9961040,0,1,1,1,0,3,"CLEC12A","Intron (ENST00000355690.8/160364, intron 1 of 6)",-4273,26.6233
"region_46842","chr12",10363342,10366016,0,1,1,1,0,3,"KLRK1-AS1","Promoter (<=1kb)",0,37.1135
"region_46850","chr12",10505474,10506345,0,1,1,1,0,3,"EIF2S3B","Promoter (<=1kb)",0,8.7621
"region_46853","chr12",10613211,10614587,0,1,1,1,0,3,"MAGOHB","Promoter (<=1kb)",0,67.8079
"region_46890","chr12",11831936,11832714,0,1,1,1,0,3,"ETV6","Intron (ENST00000396373.9/2120, intron 2 of 7)",-53223,37.7444
"region_47007","chr12",14836236,14836823,1,1,1,0,0,3,"ART4","Intron (ENST00000533472.1/144608, intron 1 of 1)",6239,9.33865
"region_47055","chr12",16096325,16096938,0,1,1,1,0,3,"DERA","Intron (ENST00000835597.1/ENST00000835597.1, intron 1 of 1)",111153,30.2692
"region_47060","chr12",16159617,16159945,0,1,1,1,0,3,"SLC15A5","Distal Intergenic",117740,12.3491
"region_47086","chr12",17297507,17297988,0,1,1,1,0,3,"LOC124902889","Distal Intergenic",-181458,23.5123
"region_47157","chr12",19908699,19909430,0,1,1,1,0,3,"LOC105369682","Intron (ENST00000716354.1/100506393, intron 1 of 10)",7152,38.4036
"region_47176","chr12",20153873,20154444,0,1,1,1,0,3,"LINC02468","Distal Intergenic",-17748,42.4154
"region_47177","chr12",20175495,20176415,0,1,1,1,0,3,"LOC105369687","Distal Intergenic",-36505,25.3451
"region_47180","chr12",20212610,20213088,1,1,1,0,0,3,"LOC105369687","Promoter (<=1kb)",0,7.59304
"region_47203","chr12",20629074,20630117,1,1,1,0,0,3,"PDE3A","Exon (ENST00000359062.4/5139, exon 6 of 16)",57210,9.72713
"region_47287","chr12",24024780,24025633,0,1,1,1,0,3,"SOX5","Intron (ENST00000646273.1/6660, intron 5 of 16)",-45254,34.9682
"region_47398","chr12",26274420,26275193,0,1,1,1,0,3,"SSPN-AS1","Promoter (2-3kb)",-2500,45.3636
"region_47515","chr12",31652855,31653605,0,1,1,1,0,3,"LOC124902913","Promoter (<=1kb)",-760,30.1115
"region_47704","chr12",45244497,45244968,0,1,1,1,0,3,"ANO6","Intron (ENST00000426898.2/196527, intron 1 of 17)",28175,21.7633
"region_47722","chr12",45989597,45992316,0,1,1,1,0,3,"SCAF11","Promoter (<=1kb)",0,103.253
"region_47754","chr12",46561954,46563328,0,1,1,1,0,3,"SLC38A4-AS1","Intron (ENST00000734176.1/100288798, intron 3 of 3)",-10653,79.0907
"region_47911","chr12",50221112,50221722,0,1,1,1,0,3,"LIMA1","Promoter (<=1kb)",443,20.2202
"region_47912","chr12",50222555,50222799,0,1,1,0,1,3,"LIMA1","Promoter (<=1kb)",0,10.2475
"region_47921","chr12",50270989,50272498,0,1,1,1,0,3,"LIMA1","Intron (ENST00000394943.7/51474, intron 1 of 10)",10958,37.8469
"region_48025","chr12",52050607,52051494,0,1,1,0,1,3,"NR4A1","Promoter (<=1kb)",0,28.0785
"region_48035","chr12",52904790,52905489,0,1,1,1,0,3,"KRT8","Promoter (<=1kb)",0,19.8081
"region_48113","chr12",53995337,53996291,0,1,1,1,0,3,"HOXC9","Promoter (<=1kb)",0,14.6706
"region_48183","chr12",55926727,55927317,0,1,1,0,1,3,"PYM1","Promoter (<=1kb)",0,6.82824
"region_48228","chr12",56358725,56361254,0,1,1,1,0,3,"STAT2","Promoter (<=1kb)",0,90.3732
"region_48285","chr12",57368178,57369046,0,1,1,1,0,3,"R3HDM2","Intron (ENST00000347140.7/22864, intron 2 of 23)",-26696,51.7021
"region_48425","chr12",62264646,62265265,0,1,1,1,0,3,"USP15","Intron (ENST00000353364.7/9958, intron 1 of 20)",4218,20.3096
"region_48518","chr12",65169247,65169734,0,1,1,0,1,3,"LOC124902953","Promoter (<=1kb)",0,7.71801
"region_48530","chr12",65335194,65336017,1,1,1,0,0,3,"MSRB3","Intron (ENST00000355192.8/253827, intron 3 of 5)",6658,10.6492
"region_48625","chr12",68787149,68788172,0,1,1,1,0,3,"SZRD1P1","Intron (ENST00000673712.1/55508, intron 5 of 5)",17307,70.2118
"region_48807","chr12",74913734,74914424,0,1,1,1,0,3,"LOC105369842","Intron (ENST00000759001.1/105369842, intron 2 of 2)",-3157,54.539
"region_48810","chr12",74963021,74964777,0,1,1,1,0,3,"LOC105369842","Intron (ENST00000770027.1/ENST00000770027.1, intron 4 of 5)",45440,95.4783
"region_48940","chr12",79566428,79567266,0,1,1,1,0,3,"PAWR","Distal Intergenic",29268,46.9145
"region_49261","chr12",91562221,91562789,0,1,1,1,0,3,"LOC105369896","Intron (ENST00000834715.1/ENST00000834715.1, intron 1 of 2)",71162,32.2534
"region_49266","chr12",91753168,91753807,0,1,1,1,0,3,"LOC105369896","Distal Intergenic",-118929,21.3281
"region_49317","chr12",92702708,92703703,0,1,1,1,0,3,"PLEKHG7","Promoter (<=1kb)",0,40.5483
"region_49488","chr12",96400657,96401891,0,1,1,1,0,3,"CDK17","Promoter (<=1kb)",-177,59.783
"region_49499","chr12",96719998,96720511,0,1,1,1,0,3,"CFAP54","Exon (ENST00000524981.9/144535, exon 50 of 68)",72023,24.6308
"region_49557","chr12",99911173,99912754,0,1,1,1,0,3,"ANKS1B","Intron (ENST00000547776.6/56899, intron 1 of 25)",71483,73.2812
"region_49589","chr12",100444954,100445765,0,1,1,1,0,3,"NR1H4","Distal Intergenic",-27943,46.9952
"region_49699","chr12",102920162,102921038,0,1,1,1,0,3,"PAH","Promoter (2-3kb)",-2908,32.8974
"region_49764","chr12",105107245,105108505,0,1,1,0,1,3,"ALDH1L2","Promoter (<=1kb)",0,17.346
"region_49858","chr12",108560953,108561823,0,1,1,1,0,3,"SART3","Promoter (<=1kb)",0,10.8601
"region_49913","chr12",110038861,110040098,0,1,1,1,0,3,"ANKRD13A","Promoter (2-3kb)",2646,56.1694
"region_49927","chr12",110124266,110124581,0,1,1,0,1,3,"IFT81","Promoter (<=1kb)",0,8.08653
"region_49949","chr12",110403116,110404301,0,1,1,1,0,3,"ANAPC7","Promoter (<=1kb)",0,8.6424
"region_49955","chr12",110449418,110450547,0,1,1,0,1,3,"ARPC3","Promoter (<=1kb)",0,29.1909
"region_49996","chr12",111841698,111842220,0,1,1,1,0,3,"MAPKAPK5-AS1","Promoter (<=1kb)",0,9.53604
"region_50006","chr12",112130242,112131176,0,1,1,1,0,3,"TRAFD1","5' UTR",4679,43.2345
"region_50021","chr12",112906538,112907628,0,1,1,1,0,3,"OAS1","Promoter (<=1kb)",0,105.595
"region_50022","chr12",112924752,112925333,0,1,1,1,0,3,"OAS1","Intron (ENST00000540589.3/4938, intron 6 of 6)",11115,43.9309
"region_50024","chr12",112936850,112939286,0,1,1,1,0,3,"OAS3","Promoter (<=1kb)",0,151.544
"region_50025","chr12",112977895,112979140,0,1,1,1,0,3,"OAS2","Promoter (<=1kb)",0,119.122
"region_50182","chr12",118376252,118376819,0,1,1,1,0,3,"LOC124903031","Promoter (<=1kb)",0,18.7648
"region_50255","chr12",121038667,121039738,0,1,1,1,0,3,"OASL","Promoter (<=1kb)",0,39.7373
"region_50256","chr12",121059641,121060894,0,1,1,1,0,3,"OASL","Exon (ENST00000637836.1/ENST00000637836.1, exon 1 of 2)",-20395,58.4777
"region_50377","chr12",123141465,123142388,0,1,1,1,0,3,"PITPNM2","Intron (ENST00000320201.10/57605, intron 1 of 25)",7627,50.8003
"region_50393","chr12",123448425,123448904,0,1,1,1,0,3,"SNRNP35","Distal Intergenic",-9184,26.2141
"region_50455","chr12",127082873,127083879,0,1,1,1,0,3,"LOC107984449","Intron (ENST00000755747.1/107984449, intron 1 of 2)",22208,23.9175
"region_50502","chr12",132600421,132603386,0,1,1,1,0,3,"LOC105370094","Promoter (<=1kb)",0,78.2726
"region_50509","chr12",132710287,132710979,0,1,1,0,1,3,"LOC124903063","Promoter (<=1kb)",0,13.5683
"region_50513","chr12",132828775,132829434,0,1,1,0,1,3,"GOLGA3","Promoter (<=1kb)",0,9.89784
"region_50559","chr13",20950404,20950974,0,1,1,1,0,3,"LINC00367","Promoter (<=1kb)",-976,41.1781
"region_50625","chr13",24511768,24513162,0,1,1,1,0,3,"LOC105370117","Promoter (<=1kb)",0,32.8608
"region_50655","chr13",26982697,26984180,0,1,1,1,0,3,"LOC105370124","Exon (ENST00000812286.1/ENST00000812286.1, exon 1 of 3)",71450,92.003
"region_50668","chr13",27250988,27251866,0,1,1,1,0,3,"LINC00412","Promoter (<=1kb)",0,16.8527
"region_50720","chr13",28658897,28659538,0,1,1,0,1,3,"POMP","Promoter (<=1kb)",0,14.2711
"region_50850","chr13",33678724,33679837,0,1,1,1,0,3,"LOC107984551","Promoter (<=1kb)",0,69.9955
"region_50910","chr13",38349309,38350079,0,1,1,1,0,3,"LINC00571","Promoter (<=1kb)",0,18.1636
"region_50914","chr13",39037469,39038685,0,1,1,1,0,3,"NHLRC3","Promoter (<=1kb)",0,13.0941
"region_50982","chr13",40984607,40985060,0,1,1,1,0,3,"ELF1","Promoter (1-2kb)",-1708,24.2653
"region_50991","chr13",41059868,41062219,0,1,1,1,0,3,"WBP4","Promoter (<=1kb)",0,91.2779
"region_51013","chr13",41771687,41772236,0,1,1,1,0,3,"VWA8","Intron (ENST00000379310.8/23078, intron 20 of 44)",-75568,47.7666
"region_51048","chr13",42991821,42992970,0,1,1,1,0,3,"EPSTI1","Promoter (<=1kb)",0,60.0183
"region_51164","chr13",46684146,46684993,0,1,1,1,0,3,"LRCH1","Intron (ENST00000311191.10/23143, intron 4 of 18)",4112,24.3916
"region_51178","chr13",47932990,47933895,0,1,1,1,0,3,"LINC00562","Promoter (<=1kb)",-368,59.19
"region_51240","chr13",49146808,49147244,0,1,1,1,0,3,"FNDC3A","3' UTR",36495,30.2336
"region_51255","chr13",49495225,49496756,0,1,1,1,0,3,"PHF11","Promoter (<=1kb)",0,91.6321
"region_51301","chr13",50230036,50230819,0,1,1,1,0,3,"LOC124900337","Intron (ENST00000486895.5/10301, intron 1 of 1)",5755,47.1011
"region_51314","chr13",50411275,50411789,1,1,1,0,0,3,"DLEU1","Intron (ENST00000461527.7/10301, intron 3 of 5)",-3300,5.58165
"region_51364","chr13",51856850,51857408,0,1,1,1,0,3,"CCDC70","Distal Intergenic",-4561,35.1386
"region_51424","chr13",54628208,54628958,0,1,1,1,0,3,"LOC105370213","Intron (ENST00000786980.1/ENST00000786980.1, intron 2 of 3)",-170290,50.4187
"region_51504","chr13",60019511,60020033,0,1,1,1,0,3,"DIAPH3-AS1","Intron (ENST00000435636.6/100874195, intron 1 of 3)",6205,31.8357
"region_51606","chr13",67340250,67340654,0,1,1,1,0,3,"LINC00364","Intron (ENST00000656527.1/100874145, intron 2 of 2)",13680,24.671
"region_51620","chr13",68552036,68552482,0,1,1,1,0,3,"LINC02342","Distal Intergenic",-322603,17.445
"region_51776","chr13",76991782,76992312,0,1,1,0,1,3,"CLN5","Promoter (<=1kb)",0,11.7346
"region_51922","chr13",90003319,90003780,0,1,1,1,0,3,"LINC00559","Distal Intergenic",104678,20.6688
"region_51924","chr13",90293804,90294226,0,1,1,1,0,3,"LOC105370310","Intron (ENST00000819109.1/105370310, intron 2 of 3)",6393,18.5719
"region_51958","chr13",92224496,92225285,0,1,1,1,0,3,"GPC5-AS2","Intron (ENST00000377067.9/2262, intron 7 of 7)",115318,29.2388
"region_51989","chr13",93535100,93535552,0,1,1,1,0,3,"GPC6-AS2","Intron (ENST00000377047.9/10082, intron 1 of 8)",300592,20.3237
"region_52139","chr13",98569354,98570105,0,1,1,1,0,3,"STK24","Intron (ENST00000539966.6/8428, intron 1 of 10)",6099,54.8245
"region_52412","chr14",20685875,20687032,0,1,1,1,0,3,"ANG","Promoter (1-2kb)",1261,79.0759
"region_52523","chr14",24160209,24162054,0,1,1,1,0,3,"IRF9","Promoter (<=1kb)",0,188.326
"region_52560","chr14",25041461,25042354,0,1,1,1,0,3,"STXBP6","Intron (ENST00000323944.10/29091, intron 1 of 5)",6646,42.9844
"region_52712","chr14",31229374,31230455,0,1,1,1,0,3,"HECTD1","Distal Intergenic",-21570,25.6597
"region_52777","chr14",32303880,32304444,0,1,1,1,0,3,"AKAP6","Distal Intergenic",-24854,39.7859
"region_52782","chr14",32896792,32897727,0,1,1,1,0,3,"NPAS3","Distal Intergenic",-36669,50.8214
"region_52796","chr14",34043558,34044330,0,1,1,1,0,3,"EGLN3-AS1","Intron (ENST00000555922.1/105370445, intron 2 of 2)",3461,70.4151
"region_52903","chr14",37588624,37590751,0,1,1,1,0,3,"FOXA1","3' UTR",3511,74.8766
"region_52951","chr14",39762421,39763671,0,1,1,1,0,3,"LOC105370461","Intron (ENST00000652126.1/105370462, intron 3 of 7)",106917,35.3449
